-28.96702943,-13.57621292,-33.08546328
-28.96702943,-11.57621292,-33.13365599
-28.96702943,-7.576212924,-40.45103998
-28.96702943,-5.576212924,-37.31029602
-28.96702943,-3.576212924,-34.73254531
-28.96702943,-1.576212924,-34.00795676
-28.96702943,6.423787076,-37.91666294
-26.96702943,-15.57621292,-38.06373935
-26.96702943,-11.57621292,-36.59972741
-26.96702943,-9.576212924,-33.16608816
-26.96702943,-7.576212924,-32.78553098
-26.96702943,-5.576212924,-32.56947646
-26.96702943,-3.576212924,-34.50027179
-26.96702943,-1.576212924,-31.38074447
-26.96702943,4.423787076,-36.09517749
-24.96702943,-15.57621292,-35.69887308
-24.96702943,-9.576212924,-28.61837426
-24.96702943,-7.576212924,-33.04150265
-24.96702943,-5.576212924,-34.22644927
-24.96702943,-3.576212924,-29.94772817
-24.96702943,-1.576212924,-27.33254078
-24.96702943,0.423787076,-35.21476067
-22.96702943,-19.57621292,-42.20596774
-22.96702943,-11.57621292,-29.25337125
-22.96702943,-9.576212924,-33.95924005
-22.96702943,-7.576212924,-30.36425952
-22.96702943,-5.576212924,-31.47147911
-22.96702943,-3.576212924,-28.86123604
-22.96702943,-1.576212924,-25.66479182
-20.96702943,-19.57621292,-42.17413166
-20.96702943,-13.57621292,-25.20422712
-20.96702943,-11.57621292,-30.68243827
-20.96702943,-9.576212924,-30.483122
-20.96702943,-7.576212924,-29.31905017
-20.96702943,-5.576212924,-26.66571698
-20.96702943,-3.576212924,-30.1944223
-20.96702943,-1.576212924,-32.57627493
-20.96702943,0.423787076,-29.61554966
-20.96702943,2.423787076,-28.12479567
-18.96702943,-19.57621292,-39.77001017
-18.96702943,-13.57621292,-31.24611926
-18.96702943,-9.576212924,-23.53916311
-18.96702943,-7.576212924,-26.2693151
-18.96702943,-5.576212924,-26.46886746
-18.96702943,-3.576212924,-23.31930593
-18.96702943,-1.576212924,-24.44778398
-18.96702943,0.423787076,-21.24179201
-16.96702943,-11.57621292,-33.19303872
-16.96702943,-9.576212924,-25.21578065
-16.96702943,-7.576212924,-25.05689015
-16.96702943,-5.576212924,-22.89454459
-16.96702943,-3.576212924,-23.25627729
-16.96702943,-1.576212924,-21.65396904
-16.96702943,0.423787076,-22.7403597
-16.96702943,2.423787076,-20.04480113
-16.96702943,4.423787076,-21.74178458
-14.96702943,-17.57621292,-40.66114405
-14.96702943,-15.57621292,-25.75085262
-14.96702943,-13.57621292,-26.07913057
-14.96702943,-9.576212924,-22.15137061
-14.96702943,-7.576212924,-18.27361417
-14.96702943,-5.576212924,-22.84745829
-14.96702943,-3.576212924,-18.60268919
-14.96702943,0.423787076,-21.68752408
-14.96702943,2.423787076,-20.50658455
-14.96702943,4.423787076,-21.21321243
-12.96702943,-17.57621292,-34.03741211
-12.96702943,-13.57621292,-14.89288305
-12.96702943,-7.576212924,-19.63796294
-12.96702943,-5.576212924,-19.51810306
-12.96702943,-3.576212924,-15.96811111
-12.96702943,-1.576212924,-15.18215262
-12.96702943,0.423787076,-14.38140363
-12.96702943,2.423787076,-16.7019106
-12.96702943,4.423787076,-17.88240867
-12.96702943,6.423787076,-19.738367
-10.96702943,-11.57621292,-16.58420326
-10.96702943,-9.576212924,-18.80015653
-10.96702943,-7.576212924,-18.09663126
-10.96702943,-5.576212924,-14.85950133
-10.96702943,-3.576212924,-13.0768368
-10.96702943,-1.576212924,-12.11588947
-10.96702943,0.423787076,-9.237600461
-10.96702943,2.423787076,-22.62343466
-10.96702943,4.423787076,-13.20970524
-10.96702943,6.423787076,-19.31119494
-8.967029431,-13.57621292,-24.30934711
-8.967029431,-11.57621292,-13.11186309
-8.967029431,-9.576212924,-15.62121732
-8.967029431,-7.576212924,-12.32018912
-8.967029431,-5.576212924,-10.17807465
-8.967029431,-3.576212924,-9.21532318
-8.967029431,-1.576212924,-8.306520122
-8.967029431,0.423787076,-7.941017133
-8.967029431,2.423787076,-7.367084194
-8.967029431,4.423787076,-9.292686864
-8.967029431,6.423787076,-11.06974808
-6.967029431,-9.576212924,-15.63471048
-6.967029431,-7.576212924,-10.24791837
-6.967029431,-5.576212924,-8.189068293
-6.967029431,-3.576212924,-6.734924373
-6.967029431,-1.576212924,-6.307735842
-6.967029431,0.423787076,-6.198971573
-6.967029431,2.423787076,-4.862187611
-4.967029431,-9.576212924,-12.26231275
-4.967029431,-7.576212924,-11.60270297
-4.967029431,-5.576212924,-7.432363577
-4.967029431,-3.576212924,-5.00652188
-4.967029431,-1.576212924,-4.188413474
-4.967029431,0.423787076,-3.141158482
-4.967029431,2.423787076,-2.700624729
-4.967029431,4.423787076,-7.314429975
-4.967029431,6.423787076,-7.097642553
-4.967029431,14.42378708,-17.11482357
-4.967029431,16.42378708,-17.48516486
-2.967029431,-13.57621292,-16.07403272
-2.967029431,-9.576212924,-12.30451288
-2.967029431,-7.576212924,-6.951791942
-2.967029431,-5.576212924,-4.829657304
-2.967029431,-3.576212924,-3.744363039
-2.967029431,-1.576212924,-1.156356394
-2.967029431,0.423787076,-1.051042916
-2.967029431,2.423787076,-1.554895802
-2.967029431,4.423787076,-2.768443619
-2.967029431,6.423787076,-4.698386273
-2.967029431,8.423787076,-6.038753351
-2.967029431,12.42378708,-17.25111301
-2.967029431,14.42378708,-13.66409485
-2.967029431,16.42378708,-15.04469254
-0.967029431,-11.57621292,-11.65118768
-0.967029431,-9.576212924,-8.849670733
-0.967029431,-7.576212924,-7.431174648
-0.967029431,-5.576212924,-4.514981565
-0.967029431,-3.576212924,-1.053941914
-0.967029431,-1.576212924,-0.817952481
-0.967029431,0.423787076,-0.626137982
-0.967029431,2.423787076,-1.05694997
-0.967029431,4.423787076,-2.565593345
-0.967029431,6.423787076,-4.964230344
-0.967029431,8.423787076,-6.802308207
-0.967029431,12.42378708,-17.83151003
-0.967029431,14.42378708,-16.54773612
-0.967029431,16.42378708,-14.72453187
1.032970569,-19.57621292,-23.34261754
1.032970569,-13.57621292,-17.99282447
1.032970569,-11.57621292,-15.3627597
1.032970569,-9.576212924,-10.5168904
1.032970569,-7.576212924,-6.567195517
1.032970569,-5.576212924,-3.70265062
1.032970569,-3.576212924,-1.433680996
1.032970569,-1.576212924,-0.80457031
1.032970569,0.423787076,-0.3910471
1.032970569,2.423787076,-0.820528299
1.032970569,4.423787076,-2.067363312
1.032970569,6.423787076,-4.986758351
1.032970569,8.423787076,-7.393402236
1.032970569,10.42378708,-11.80586416
3.032970569,-19.57621292,-25.15116666
3.032970569,-17.57621292,-23.86128644
3.032970569,-15.57621292,-15.02572861
3.032970569,-13.57621292,-14.12840836
3.032970569,-11.57621292,-15.60961719
3.032970569,-9.576212924,-11.19777675
3.032970569,-7.576212924,-7.179457687
3.032970569,-5.576212924,-4.139637894
3.032970569,-3.576212924,-2.030320046
3.032970569,-1.576212924,-1.484072752
3.032970569,0.423787076,-0.923629989
3.032970569,2.423787076,-1.088648756
3.032970569,4.423787076,-3.41885992
3.032970569,6.423787076,-5.642905948
3.032970569,8.423787076,-7.413074854
3.032970569,14.42378708,-17.24517939
5.032970569,-35.57621292,-41.83363247
5.032970569,-19.57621292,-29.43007294
5.032970569,-17.57621292,-24.46141879
5.032970569,-15.57621292,-19.77908319
5.032970569,-13.57621292,-14.51091339
5.032970569,-11.57621292,-15.62555718
5.032970569,-9.576212924,-13.5606081
5.032970569,-7.576212924,-9.227959935
5.032970569,-5.576212924,-5.175735345
5.032970569,-3.576212924,-3.62711753
5.032970569,-1.576212924,-2.766565792
5.032970569,0.423787076,-2.473017362
5.032970569,2.423787076,-3.470559311
5.032970569,4.423787076,-5.414804748
5.032970569,6.423787076,-7.213553332
5.032970569,8.423787076,-9.742614816
5.032970569,14.42378708,-18.0047607
7.032970569,-27.57621292,-42.9421508
7.032970569,-11.57621292,-16.80872404
7.032970569,-9.576212924,-15.51028861
7.032970569,-7.576212924,-13.31026346
7.032970569,-5.576212924,-9.612298861
7.032970569,-3.576212924,-4.994673882
7.032970569,-1.576212924,-4.717502679
7.032970569,0.423787076,-3.185942563
7.032970569,2.423787076,-4.129063125
7.032970569,4.423787076,-8.323906266
7.032970569,6.423787076,-8.45033828
7.032970569,8.423787076,-12.43349186
7.032970569,12.42378708,-18.15769814
7.032970569,14.42378708,-18.34196077
9.032970569,-25.57621292,-36.60952927
9.032970569,-11.57621292,-20.44813314
9.032970569,-9.576212924,-17.18096852
9.032970569,-7.576212924,-12.02998058
9.032970569,-5.576212924,-11.00295846
9.032970569,-3.576212924,-7.246427553
9.032970569,-1.576212924,-7.597072426
9.032970569,0.423787076,-8.100908551
9.032970569,2.423787076,-8.453517838
9.032970569,8.423787076,-17.00447341
9.032970569,10.42378708,-19.45098628
11.03297057,-15.57621292,-27.36456769
11.03297057,-13.57621292,-23.80163656
11.03297057,-11.57621292,-22.49999977
11.03297057,-9.576212924,-20.62711601
11.03297057,-7.576212924,-15.05551027
11.03297057,-3.576212924,-9.460263036
11.03297057,-1.576212924,-12.47501649
11.03297057,0.423787076,-11.20152843
11.03297057,2.423787076,-10.53623998
11.03297057,4.423787076,-17.88233166
13.03297057,-15.57621292,-28.54830561
13.03297057,-11.57621292,-28.31993456
13.03297057,0.423787076,-13.84450926
13.03297057,2.423787076,-13.25844904
13.03297057,4.423787076,-23.80057716
15.03297057,-1.576212924,-21.66342703
15.03297057,0.423787076,-26.88185709
15.03297057,2.423787076,-23.05453199
15.03297057,6.423787076,-23.85571953
17.03297057,-5.576212924,-31.97303527
17.03297057,-3.576212924,-27.06550078
17.03297057,-1.576212924,-27.76547373
17.03297057,0.423787076,-24.05366436
17.03297057,2.423787076,-22.50514162
17.03297057,4.423787076,-25.09040991
19.03297057,-3.576212924,-28.9144279
19.03297057,-1.576212924,-35.21753317
19.03297057,0.423787076,-27.60266164
19.03297057,2.423787076,-30.4911313
19.03297057,4.423787076,-26.06732127
21.03297057,-5.576212924,-34.71377427
21.03297057,-3.576212924,-34.8448276
21.03297057,-1.576212924,-34.61831794
21.03297057,0.423787076,-30.87104894
21.03297057,2.423787076,-29.92715433
21.03297057,4.423787076,-29.34995369
21.03297057,6.423787076,-29.44345561
21.03297057,8.423787076,-29.97901204
23.03297057,-5.576212924,-35.08273658
23.03297057,-3.576212924,-34.18873282
23.03297057,-1.576212924,-33.40396822
23.03297057,0.423787076,-32.00025696
23.03297057,2.423787076,-30.95640895
23.03297057,4.423787076,-31.31825403
23.03297057,6.423787076,-33.43039994
23.03297057,8.423787076,-33.88382057
23.03297057,12.42378708,-41.09576728
